Interaction:  t_gam_189(X)^(*)  AntiPart t_del_184(X)  to  e_eps_85(X)  AntiPart e_eta_152(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:t(X_1), AntiPart t(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\tau_327,%gam_186,%del_182}*gamma_{%\tau_327,%gam_187,%eps_82}*e_{j_73,%del_182}(p_4)_v*e_{i_73,%gam_186}(p_3)_u^(*)*t_{k_71,%eps_82}(p_1)_u*t_{l_71,%gam_187}(p_2)_v^(*)/(m_t^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  OffShell t_beta_189(X)^(*)  AntiPart OffShell t_gam_1968(X)  to  AntiPart OffShell e_beta_293(X)^(*)  e_gam_2348(X) : Vertex V_0:e(X_4), AntiPart  OffShell e(X_3),  OffShell A(V_0), Vertex V_1: OffShell t(X_1), AntiPart  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_1884,%gam_2344,%eta_353}*gamma_{%\tau_1884,%gam_2345,%del_1334}*e_{i_403,%eta_353}(p_3)_v*e_{j_403,%gam_2344}(p_4)_u^(*)*t_{k_401,%del_1334}(p_1)_u*t_{l_401,%gam_2345}(p_2)_v^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell t_beta_189(X)^(*)  AntiPart OffShell t_gam_1968(X)  to  AntiPart OffShell e_beta_293(X)^(*)  OffShell e_alpha_317(X) : Vertex V_0: OffShell e(X_4), AntiPart  OffShell e(X_3),  OffShell A(V_0), Vertex V_1: OffShell t(X_1), AntiPart  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_1925,%gam_2400,%del_1383}*gamma_{%\tau_1925,%gam_2401,%del_1384}*e_{i_410,%del_1383}(p_3)_v*e_{j_410,%gam_2400}(p_4)_u^(*)*t_{l_408,%gam_2401}(p_2)_v^(*)*t_{k_408,%del_1384}(p_1)_u/(s_11 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  t_eta_382(X)^(*)  to  e_alpha_325(X)  AntiPart e_beta_313(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1), t(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\tau_1984,%gam_2460,%del_1440}*gamma_{%\tau_1984,%gam_2461,%del_1441}*e_{j_425,%del_1440}(p_4)_v*e_{i_425,%gam_2460}(p_3)_u^(*)*t_{l_423,%del_1441}(p_2)_u*t_{k_423,%gam_2461}(p_1)_v^(*)/(m_t^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  t_eta_382(X)^(*)  to  e_alpha_325(X)  AntiPart OffShell e_beta_317(X)^(*) : Vertex V_0:e(X_3), AntiPart  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1), t(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\tau_2031,%gam_2515,%del_1491}*gamma_{%\tau_2031,%gam_2516,%eta_390}*e_{i_432,%gam_2515}(p_3)_u^(*)*e_{j_432,%del_1491}(p_4)_v*t_{k_430,%gam_2516}(p_1)_v^(*)*t_{l_430,%eta_390}(p_2)_u/(m_t^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  t_eta_382(X)^(*)  to  OffShell e_del_1521(X)  AntiPart e_eps_388(X)^(*) : Vertex V_0: OffShell e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1), t(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\tau_2084,%gam_2574,%gam_2575}*gamma_{%\tau_2084,%gam_2576,%eta_415}*e_{i_443,%gam_2574}(p_3)_u^(*)*e_{j_443,%gam_2575}(p_4)_v*t_{l_441,%eta_415}(p_2)_u*t_{k_441,%gam_2576}(p_1)_v^(*)/(m_t^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  t_eta_382(X)^(*)  to  OffShell e_del_1521(X)  AntiPart OffShell e_gam_2645(X)^(*) : Vertex V_0: OffShell e(X_3), AntiPart  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1), t(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\tau_2117,%gam_2642,%del_1539}*gamma_{%\tau_2117,%gam_2643,%eta_440}*e_{j_450,%del_1539}(p_4)_v*e_{i_450,%gam_2642}(p_3)_u^(*)*t_{l_448,%eta_440}(p_2)_u*t_{k_448,%gam_2643}(p_1)_v^(*)/(m_t^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  t_eta_382(X)^(*)  to  AntiPart e_alpha_343(X)^(*)  e_beta_331(X) : Vertex V_0:AntiPart e(X_3), e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1), t(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\tau_2156,%gam_2694,%eps_403}*gamma_{%\tau_2156,%gam_2695,%eta_466}*e_{j_457,%gam_2694}(p_4)_u^(*)*e_{i_457,%eps_403}(p_3)_v*t_{k_455,%gam_2695}(p_1)_v^(*)*t_{l_455,%eta_466}(p_2)_u/(m_t^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  t_eta_382(X)^(*)  to  AntiPart e_alpha_343(X)^(*)  OffShell e_eta_495(X) : Vertex V_0:AntiPart e(X_3),  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1), t(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\tau_2204,%gam_2746,%del_1589}*gamma_{%\tau_2204,%gam_2747,%eta_492}*e_{i_464,%del_1589}(p_3)_v*e_{j_464,%gam_2746}(p_4)_u^(*)*t_{k_462,%gam_2747}(p_1)_v^(*)*t_{l_462,%eta_492}(p_2)_u/(m_t^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  t_eta_382(X)^(*)  to  AntiPart OffShell e_eta_520(X)^(*)  e_alpha_351(X) : Vertex V_0:AntiPart  OffShell e(X_3), e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1), t(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\tau_2261,%gam_2798,%del_1623}*gamma_{%\tau_2261,%gam_2799,%eta_517}*e_{i_475,%del_1623}(p_3)_v*e_{j_475,%gam_2798}(p_4)_u^(*)*t_{l_473,%eta_517}(p_2)_u*t_{k_473,%gam_2799}(p_1)_v^(*)/(m_t^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  t_eta_382(X)^(*)  to  AntiPart OffShell e_eta_520(X)^(*)  OffShell e_eps_447(X) : Vertex V_0:AntiPart  OffShell e(X_3),  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1), t(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\tau_2304,%gam_2850,%eta_547}*gamma_{%\tau_2304,%gam_2851,%eta_548}*e_{j_482,%gam_2850}(p_4)_u^(*)*e_{i_482,%eta_547}(p_3)_v*t_{l_480,%eta_548}(p_2)_u*t_{k_480,%gam_2851}(p_1)_v^(*)/(m_t^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  OffShell t_eta_588(X)^(*)  to  e_alpha_357(X)  AntiPart e_beta_341(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2374,%gam_2909,%eps_460}*gamma_{%\tau_2374,%gam_2910,%gam_2911}*e_{j_497,%eps_460}(p_4)_v*e_{i_497,%gam_2909}(p_3)_u^(*)*t_{l_495,%gam_2911}(p_2)_u*t_{k_495,%gam_2910}(p_1)_v^(*)/(m_t^2 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  OffShell t_eta_588(X)^(*)  to  e_alpha_357(X)  AntiPart OffShell e_alpha_361(X)^(*) : Vertex V_0:e(X_3), AntiPart  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2413,%gam_2979,%eta_601}*gamma_{%\tau_2413,%gam_2980,%eta_602}*e_{j_504,%eta_601}(p_4)_v*e_{i_504,%gam_2979}(p_3)_u^(*)*t_{l_502,%eta_602}(p_2)_u*t_{k_502,%gam_2980}(p_1)_v^(*)/(m_t^2 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  OffShell t_eta_588(X)^(*)  to  OffShell e_gam_3034(X)  AntiPart e_del_1713(X)^(*) : Vertex V_0: OffShell e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2470,%gam_3031,%del_1711}*gamma_{%\tau_2470,%gam_3032,%eta_644}*e_{j_515,%del_1711}(p_4)_v*e_{i_515,%gam_3031}(p_3)_u^(*)*t_{k_513,%gam_3032}(p_1)_v^(*)*t_{l_513,%eta_644}(p_2)_u/(m_t^2 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  OffShell t_eta_588(X)^(*)  to  OffShell e_gam_3034(X)  AntiPart OffShell e_beta_351(X)^(*) : Vertex V_0: OffShell e(X_3), AntiPart  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2503,%gam_3084,%del_1744}*gamma_{%\tau_2503,%gam_3085,%eta_669}*e_{i_522,%gam_3084}(p_3)_u^(*)*e_{j_522,%del_1744}(p_4)_v*t_{k_520,%gam_3085}(p_1)_v^(*)*t_{l_520,%eta_669}(p_2)_u/(m_t^2 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  OffShell t_eta_588(X)^(*)  to  AntiPart e_eta_695(X)^(*)  e_alpha_377(X) : Vertex V_0:AntiPart e(X_3), e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2545,%gam_3139,%del_1778}*gamma_{%\tau_2545,%gam_3140,%eta_692}*e_{i_529,%del_1778}(p_3)_v*e_{j_529,%gam_3139}(p_4)_u^(*)*t_{l_527,%eta_692}(p_2)_u*t_{k_527,%gam_3140}(p_1)_v^(*)/(m_t^2 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  OffShell t_eta_588(X)^(*)  to  AntiPart e_eta_695(X)^(*)  OffShell e_eps_512(X) : Vertex V_0:AntiPart e(X_3),  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2584,%gam_3191,%eta_722}*gamma_{%\tau_2584,%gam_3192,%eta_723}*e_{j_536,%gam_3191}(p_4)_u^(*)*e_{i_536,%eta_722}(p_3)_v*t_{l_534,%eta_723}(p_2)_u*t_{k_534,%gam_3192}(p_1)_v^(*)/(m_t^2 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  OffShell t_eta_588(X)^(*)  to  AntiPart OffShell e_eps_518(X)^(*)  e_eta_768(X) : Vertex V_0:AntiPart  OffShell e(X_3), e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2633,%gam_3248,%gam_3249}*gamma_{%\tau_2633,%gam_3250,%eta_765}*e_{i_547,%gam_3249}(p_3)_v*e_{j_547,%gam_3248}(p_4)_u^(*)*t_{k_545,%gam_3250}(p_1)_v^(*)*t_{l_545,%eta_765}(p_2)_u/(m_t^2 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart t_eps_376(X)  OffShell t_eta_588(X)^(*)  to  AntiPart OffShell e_eps_518(X)^(*)  OffShell e_del_1845(X) : Vertex V_0:AntiPart  OffShell e(X_3),  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2666,%gam_3319,%eps_527}*gamma_{%\tau_2666,%gam_3320,%eta_790}*e_{i_554,%eps_527}(p_3)_v*e_{j_554,%gam_3319}(p_4)_u^(*)*t_{l_552,%eta_790}(p_2)_u*t_{k_552,%gam_3320}(p_1)_v^(*)/(m_t^2 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  t_gam_3411(X)^(*)  to  e_del_1902(X)  AntiPart e_eps_594(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1), t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2896,%gam_3408,%del_1899}*gamma_{%\tau_2896,%gam_3409,%eps_591}*e_{i_633,%gam_3408}(p_3)_u^(*)*e_{j_633,%del_1899}(p_4)_v*t_{l_631,%eps_591}(p_2)_u*t_{k_631,%gam_3409}(p_1)_v^(*)/(m_t^2 + s_11 + 2*s_12 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  t_gam_3411(X)^(*)  to  e_del_1902(X)  AntiPart OffShell e_eps_612(X)^(*) : Vertex V_0:e(X_3), AntiPart  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1), t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2935,%gam_3467,%del_1939}*gamma_{%\tau_2935,%gam_3468,%gam_3469}*e_{j_640,%del_1939}(p_4)_v*e_{i_640,%gam_3467}(p_3)_u^(*)*t_{l_638,%gam_3469}(p_2)_u*t_{k_638,%gam_3468}(p_1)_v^(*)/(m_t^2 + s_11 + 2*s_12 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  t_gam_3411(X)^(*)  to  OffShell e_alpha_429(X)  AntiPart e_beta_407(X)^(*) : Vertex V_0: OffShell e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1), t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_2992,%gam_3542,%eta_861}*gamma_{%\tau_2992,%gam_3543,%gam_3544}*e_{i_651,%gam_3542}(p_3)_u^(*)*e_{j_651,%eta_861}(p_4)_v*t_{k_649,%gam_3543}(p_1)_v^(*)*t_{l_649,%gam_3544}(p_2)_u/(m_t^2 + s_11 + 2*s_12 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  t_gam_3411(X)^(*)  to  OffShell e_alpha_429(X)  AntiPart OffShell e_eta_880(X)^(*) : Vertex V_0: OffShell e(X_3), AntiPart  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1), t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_3025,%gam_3617,%eps_626}*gamma_{%\tau_3025,%gam_3618,%gam_3619}*e_{j_658,%eps_626}(p_4)_v*e_{i_658,%gam_3617}(p_3)_u^(*)*t_{l_656,%gam_3619}(p_2)_u*t_{k_656,%gam_3618}(p_1)_v^(*)/(m_t^2 + s_11 + 2*s_12 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  t_gam_3411(X)^(*)  to  AntiPart e_del_2006(X)^(*)  e_eps_645(X) : Vertex V_0:AntiPart e(X_3), e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1), t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_3075,%gam_3693,%del_2004}*gamma_{%\tau_3075,%gam_3694,%gam_3695}*e_{i_665,%del_2004}(p_3)_v*e_{j_665,%gam_3693}(p_4)_u^(*)*t_{k_663,%gam_3694}(p_1)_v^(*)*t_{l_663,%gam_3695}(p_2)_u/(m_t^2 + s_11 + 2*s_12 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  t_gam_3411(X)^(*)  to  AntiPart e_del_2006(X)^(*)  OffShell e_gam_3774(X) : Vertex V_0:AntiPart e(X_3),  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1), t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_3122,%gam_3769,%del_2038}*gamma_{%\tau_3122,%gam_3770,%gam_3771}*e_{i_672,%del_2038}(p_3)_v*e_{j_672,%gam_3769}(p_4)_u^(*)*t_{l_670,%gam_3771}(p_2)_u*t_{k_670,%gam_3770}(p_1)_v^(*)/(m_t^2 + s_11 + 2*s_12 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  t_gam_3411(X)^(*)  to  AntiPart OffShell e_gam_3849(X)^(*)  e_del_2076(X) : Vertex V_0:AntiPart  OffShell e(X_3), e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1), t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_3179,%gam_3844,%del_2074}*gamma_{%\tau_3179,%gam_3845,%gam_3846}*e_{i_683,%del_2074}(p_3)_v*e_{j_683,%gam_3844}(p_4)_u^(*)*t_{k_681,%gam_3845}(p_1)_v^(*)*t_{l_681,%gam_3846}(p_2)_u/(m_t^2 + s_11 + 2*s_12 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  t_gam_3411(X)^(*)  to  AntiPart OffShell e_gam_3849(X)^(*)  OffShell e_beta_447(X) : Vertex V_0:AntiPart  OffShell e(X_3),  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1), t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_3212,%gam_3924,%gam_3925}*gamma_{%\tau_3212,%gam_3926,%gam_3927}*e_{i_690,%gam_3925}(p_3)_v*e_{j_690,%gam_3924}(p_4)_u^(*)*t_{l_688,%gam_3927}(p_2)_u*t_{k_688,%gam_3926}(p_1)_v^(*)/(m_t^2 + s_11 + 2*s_12 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  OffShell t_gam_4017(X)^(*)  to  e_del_2125(X)  AntiPart e_eps_655(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_3282,%gam_4014,%del_2123}*gamma_{%\tau_3282,%gam_4015,%eta_896}*e_{j_705,%del_2123}(p_4)_v*e_{i_705,%gam_4014}(p_3)_u^(*)*t_{l_703,%eta_896}(p_2)_u*t_{k_703,%gam_4015}(p_1)_v^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  OffShell t_gam_4017(X)^(*)  to  e_del_2125(X)  AntiPart OffShell e_del_2155(X)^(*) : Vertex V_0:e(X_3), AntiPart  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_3322,%gam_4078,%gam_4079}*gamma_{%\tau_3322,%gam_4080,%gam_4081}*e_{j_712,%gam_4079}(p_4)_v*e_{i_712,%gam_4078}(p_3)_u^(*)*t_{l_710,%gam_4081}(p_2)_u*t_{k_710,%gam_4080}(p_1)_v^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  OffShell t_gam_4017(X)^(*)  to  OffShell e_eta_919(X)  AntiPart e_alpha_463(X)^(*) : Vertex V_0: OffShell e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_3379,%gam_4171,%eps_665}*gamma_{%\tau_3379,%gam_4172,%gam_4173}*e_{j_723,%eps_665}(p_4)_v*e_{i_723,%gam_4171}(p_3)_u^(*)*t_{l_721,%gam_4173}(p_2)_u*t_{k_721,%gam_4172}(p_1)_v^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart OffShell t_beta_395(X)  OffShell t_gam_4017(X)^(*)  to  OffShell e_eta_919(X)  AntiPart OffShell e_eps_696(X)^(*) : Vertex V_0: OffShell e(X_3), AntiPart  OffShell e(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell t(X_1),  OffShell t(X_2),  OffShell A(V_1), : -i*e^2*gamma_{+%\tau_3424,%gam_4246,%del_2207}*gamma_{%\tau_3424,%gam_4247,%gam_4248}*e_{i_730,%gam_4246}(p_3)_u^(*)*e_{j_730,%del_2207}(p_4)_v*t_{k_728,%gam_4247}(p_1)_v^(*)*t_{l_728,%gam_4248}(p_2)_u/(s_11 + 2*s_12 + s_22 + reg_prop) : e^4*(16*m_e^2*m_t^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
